FALSE,FALSE,FALSE
dateTime:RFC3339,double,double
,,
_time,_humidity,_temperature
2022-03-11T05:00:00Z,87,-1.6
2022-03-11T05:20:00Z,87,-1.6
2022-03-11T05:30:00Z,87,-1.8
2022-03-11T05:50:00Z,87,-1.8
2022-03-11T06:00:00Z,87,-1.8
2022-03-11T06:20:00Z,87,-1.8
2022-03-11T06:30:00Z,85,-1.8
2022-03-11T06:50:00Z,85,-1.8
2022-03-11T07:00:00Z,85,-1.8
2022-03-11T07:20:00Z,85,-1.8
2022-03-11T07:30:00Z,80,-1
2022-03-11T07:50:00Z,80,-1
2022-03-11T08:00:00Z,80,-1
2022-03-11T08:20:00Z,80,-1
2022-03-11T08:30:00Z,73,0.3
2022-03-11T08:50:00Z,73,0.3
2022-03-11T09:00:00Z,73,0.3
2022-03-11T09:20:00Z,73,0.3
2022-03-11T09:30:00Z,66,1.9
2022-03-11T09:50:00Z,66,1.9
2022-03-11T10:00:00Z,66,1.9
2022-03-11T10:20:00Z,66,1.9
2022-03-11T10:30:00Z,59,3.3
2022-03-11T10:50:00Z,59,3.3
2022-03-11T11:00:00Z,59,3.3
2022-03-11T11:20:00Z,59,3.3
2022-03-11T11:30:00Z,59,3.3
2022-03-11T11:50:00Z,54,4.8
2022-03-11T12:00:00Z,54,4.8
2022-03-11T12:20:00Z,54,4.8
2022-03-11T12:30:00Z,54,4.8
2022-03-11T12:50:00Z,50,6.1
2022-03-11T13:00:00Z,50,6.1
2022-03-11T13:20:00Z,50,6.1
2022-03-11T13:30:00Z,50,6.1
2022-03-11T13:50:00Z,47,6.8
2022-03-11T14:00:00Z,47,6.8
2022-03-11T14:20:00Z,47,6.8
2022-03-11T14:30:00Z,47,6.8
2022-03-11T14:50:00Z,47,7.3
2022-03-11T15:00:00Z,47,7.3
2022-03-11T15:20:00Z,47,7.3
2022-03-11T15:30:00Z,47,7.3
2022-03-11T15:50:00Z,46,7
2022-03-11T16:00:00Z,46,7
2022-03-11T16:20:00Z,46,7
2022-03-11T16:30:00Z,46,7
2022-03-11T16:50:00Z,51,5.8
2022-03-11T17:00:00Z,51,5.8
2022-03-11T17:20:00Z,51,5.8
2022-03-11T17:30:00Z,51,5.8
2022-03-11T17:50:00Z,63,3.6
2022-03-11T18:00:00Z,63,3.6
2022-03-11T18:20:00Z,63,3.6
2022-03-11T18:30:00Z,63,3.6
2022-03-11T18:50:00Z,75,2.3
2022-03-11T19:00:00Z,75,2.3
2022-03-11T19:20:00Z,75,2.3
2022-03-11T19:30:00Z,75,2.3
2022-03-11T19:50:00Z,81,1.7
2022-03-11T20:00:00Z,81,1.7
2022-03-11T20:20:00Z,81,1.7
2022-03-11T20:30:00Z,81,1.7
2022-03-11T20:50:00Z,81,1
2022-03-11T21:00:00Z,81,1
2022-03-11T21:20:00Z,81,1
2022-03-11T21:30:00Z,81,1
2022-03-11T21:50:00Z,83,0.2
2022-03-11T22:00:00Z,83,0.2
2022-03-11T22:20:00Z,83,0.2
2022-03-11T22:30:00Z,83,0.2
2022-03-11T22:50:00Z,80,0.2
2022-03-11T23:00:00Z,80,0.2
2022-03-11T23:20:00Z,80,0.2
2022-03-11T23:30:00Z,80,0.2
2022-03-11T23:50:00Z,78,-0.2
2022-03-12T00:00:00Z,78,-0.2
2022-03-12T00:20:00Z,78,-0.2
2022-03-12T00:30:00Z,78,-0.2
2022-03-12T00:50:00Z,77,-0.7
2022-03-12T01:00:00Z,77,-0.7
2022-03-12T01:20:00Z,77,-0.7
2022-03-12T01:30:00Z,77,-0.7
2022-03-12T01:50:00Z,74,-1.1
2022-03-12T02:00:00Z,74,-1.1
2022-03-12T02:20:00Z,74,-1.1
2022-03-12T02:30:00Z,74,-1.1
2022-03-12T02:50:00Z,74,-1.1
2022-03-12T03:00:00Z,71,-1.5
2022-03-12T03:20:00Z,71,-1.5
2022-03-12T03:30:00Z,71,-1.5
2022-03-12T03:50:00Z,71,-1.5
2022-03-12T04:00:00Z,69,-2.2
2022-03-12T04:20:00Z,69,-2.2
2022-03-12T04:30:00Z,69,-2.2
2022-03-12T04:50:00Z,69,-2.2
2022-03-12T05:00:00Z,70,-2.7
2022-03-12T05:20:00Z,70,-2.7
2022-03-12T05:30:00Z,70,-2.7
2022-03-12T05:50:00Z,70,-2.7
2022-03-12T06:00:00Z,70,-2.9
2022-03-12T06:20:00Z,70,-2.9
2022-03-12T06:30:00Z,70,-2.9
2022-03-12T06:50:00Z,70,-2.9
2022-03-12T07:00:00Z,69,-2.9
2022-03-12T07:20:00Z,69,-2.9
2022-03-12T07:30:00Z,69,-2.9
2022-03-12T07:50:00Z,69,-2.9
2022-03-12T08:00:00Z,61,-1.3
2022-03-12T08:20:00Z,61,-1.3
2022-03-12T08:30:00Z,61,-1.3
2022-03-12T08:50:00Z,61,-1.3
2022-03-12T09:00:00Z,52,0.6
2022-03-12T09:20:00Z,52,0.6
2022-03-12T09:30:00Z,52,0.6
2022-03-12T09:50:00Z,52,0.6
2022-03-12T10:00:00Z,44,3.3
2022-03-12T10:20:00Z,44,3.3
2022-03-12T10:30:00Z,44,3.3
2022-03-12T10:50:00Z,44,3.3
2022-03-12T11:00:00Z,37,5.4
2022-03-12T11:20:00Z,37,5.4
2022-03-12T11:30:00Z,37,5.4
2022-03-12T11:50:00Z,37,5.4
2022-03-12T12:00:00Z,28,8.8
2022-03-12T12:20:00Z,28,8.8
2022-03-12T12:30:00Z,28,8.8
2022-03-12T12:50:00Z,28,8.8
2022-03-12T13:00:00Z,28,9.3
2022-03-12T13:20:00Z,28,9.3
2022-03-12T13:30:00Z,28,9.3
2022-03-12T13:50:00Z,28,9.3
2022-03-12T14:00:00Z,35,9.5
2022-03-12T14:20:00Z,35,9.5
2022-03-12T14:30:00Z,35,9.5
2022-03-12T14:50:00Z,35,9.5
2022-03-12T15:00:00Z,41,9.1
2022-03-12T15:20:00Z,41,9.1
2022-03-12T15:30:00Z,41,9.1
2022-03-12T15:50:00Z,41,9.1
2022-03-12T16:00:00Z,50,8.3
2022-03-12T16:20:00Z,50,8.3
2022-03-12T16:30:00Z,50,8.3
2022-03-12T16:50:00Z,50,8.3
2022-03-12T17:00:00Z,62,5.7
2022-03-12T17:20:00Z,62,5.7
2022-03-12T17:30:00Z,62,5.7
2022-03-12T17:50:00Z,62,5.7
2022-03-12T18:00:00Z,62,5.7
2022-03-12T18:20:00Z,74,3.7
2022-03-12T18:30:00Z,74,3.7
2022-03-12T18:50:00Z,74,3.7
2022-03-12T19:00:00Z,74,3.7
2022-03-12T19:20:00Z,78,3.1
2022-03-12T19:30:00Z,78,3.1
2022-03-12T19:50:00Z,78,3.1
2022-03-12T20:00:00Z,78,3.1
2022-03-12T20:20:00Z,80,2.1
2022-03-12T20:30:00Z,80,2.1
2022-03-12T20:50:00Z,80,2.1
2022-03-12T21:00:00Z,80,2.1
2022-03-12T21:20:00Z,83,1.1
2022-03-12T21:30:00Z,83,1.1
2022-03-12T21:50:00Z,83,1.1
2022-03-12T22:00:00Z,83,1.1
2022-03-12T22:20:00Z,82,-0.1
2022-03-12T22:30:00Z,82,-0.1
2022-03-12T22:50:00Z,82,-0.1
2022-03-12T23:00:00Z,82,-0.1
2022-03-12T23:20:00Z,82,-0.4
2022-03-12T23:30:00Z,82,-0.4
2022-03-12T23:50:00Z,82,-0.4
2022-03-13T00:00:00Z,82,-0.4
2022-03-13T00:20:00Z,83,-1.5
2022-03-13T00:30:00Z,83,-1.5
2022-03-13T00:50:00Z,83,-1.5
2022-03-13T01:00:00Z,83,-1.5
2022-03-13T01:20:00Z,75,-0.8
2022-03-13T01:30:00Z,75,-0.8
2022-03-13T01:50:00Z,75,-0.8
2022-03-13T02:00:00Z,75,-0.8
2022-03-13T02:20:00Z,79,-2.5
2022-03-13T02:30:00Z,79,-2.5
2022-03-13T02:50:00Z,79,-2.5
2022-03-13T03:00:00Z,79,-2.5
2022-03-13T03:20:00Z,82,-3.1
2022-03-13T03:30:00Z,82,-3.1
2022-03-13T03:50:00Z,82,-3.1
2022-03-13T04:00:00Z,82,-3.1
2022-03-13T04:20:00Z,84,-3.5
2022-03-13T04:30:00Z,84,-3.5
2022-03-13T04:50:00Z,84,-3.5
2022-03-13T05:00:00Z,84,-3.5
2022-03-13T05:20:00Z,81,-3.4
2022-03-13T05:30:00Z,81,-3.4
2022-03-13T05:50:00Z,81,-3.4
2022-03-13T06:00:00Z,81,-3.4
2022-03-13T06:20:00Z,74,-2.7
2022-03-13T06:30:00Z,74,-2.7
2022-03-13T06:50:00Z,74,-2.7
2022-03-13T07:00:00Z,74,-2.7
2022-03-13T07:20:00Z,64,-0.9
2022-03-13T07:30:00Z,64,-0.9
2022-03-13T07:50:00Z,64,-0.9
2022-03-13T08:00:00Z,64,-0.9
2022-03-13T08:20:00Z,49,1.7
2022-03-13T08:30:00Z,49,1.7
2022-03-13T08:50:00Z,49,1.7
2022-03-13T09:00:00Z,49,1.7
2022-03-13T09:20:00Z,49,1.7
2022-03-13T09:30:00Z,41,3.7
2022-03-13T09:50:00Z,41,3.7
2022-03-13T10:00:00Z,41,3.7
2022-03-13T10:20:00Z,41,3.7
2022-03-13T10:30:00Z,36,6.1
2022-03-13T10:50:00Z,36,6.1
2022-03-13T11:00:00Z,36,6.1
2022-03-13T11:20:00Z,36,6.1
2022-03-13T11:30:00Z,33,8.5
2022-03-13T11:50:00Z,33,8.5
2022-03-13T12:00:00Z,33,8.5
2022-03-13T12:20:00Z,33,8.5
2022-03-13T12:30:00Z,28,10.7
2022-03-13T12:50:00Z,28,10.7
2022-03-13T13:00:00Z,28,10.7
2022-03-13T13:20:00Z,28,10.7
2022-03-13T13:30:00Z,24,11.2
2022-03-13T13:50:00Z,24,11.2
2022-03-13T14:00:00Z,24,11.2
2022-03-13T14:20:00Z,24,11.2
2022-03-13T14:30:00Z,24,11
2022-03-13T14:50:00Z,24,11
2022-03-13T15:00:00Z,24,11
2022-03-13T15:20:00Z,24,11
2022-03-13T15:30:00Z,28,10.3
2022-03-13T15:50:00Z,28,10.3
2022-03-13T16:00:00Z,28,10.3
2022-03-13T16:20:00Z,28,10.3
2022-03-13T16:30:00Z,37,9
2022-03-13T16:50:00Z,37,9
2022-03-13T17:00:00Z,37,9
2022-03-13T17:20:00Z,37,9
2022-03-13T17:30:00Z,52,6.4
2022-03-13T17:50:00Z,52,6.4
2022-03-13T18:00:00Z,52,6.4
2022-03-13T18:20:00Z,52,6.4
2022-03-13T18:30:00Z,60,4.7
2022-03-13T18:50:00Z,60,4.7
2022-03-13T19:00:00Z,60,4.7
2022-03-13T19:20:00Z,60,4.7
2022-03-13T19:30:00Z,68,3.4
2022-03-13T19:50:00Z,68,3.4
2022-03-13T20:00:00Z,68,3.4
2022-03-13T20:20:00Z,68,3.4
2022-03-13T20:30:00Z,69,2.5
2022-03-13T20:50:00Z,69,2.5
2022-03-13T21:00:00Z,69,2.5
2022-03-13T21:20:00Z,69,2.5
2022-03-13T21:30:00Z,70,1.3
2022-03-13T21:50:00Z,70,1.3
2022-03-13T22:00:00Z,70,1.3
2022-03-13T22:20:00Z,70,1.3
2022-03-13T22:30:00Z,73,0.3
2022-03-13T22:50:00Z,73,0.3
2022-03-13T23:00:00Z,73,0.3
2022-03-13T23:20:00Z,73,0.3
2022-03-13T23:30:00Z,74,-0.5
2022-03-13T23:50:00Z,74,-0.5
2022-03-14T00:00:00Z,74,-0.5
2022-03-14T00:20:00Z,74,-0.5
2022-03-14T00:30:00Z,74,-0.5
2022-03-14T00:50:00Z,73,-1.1
2022-03-14T01:00:00Z,73,-1.1
2022-03-14T01:20:00Z,73,-1.1
2022-03-14T01:30:00Z,73,-1.1
2022-03-14T01:50:00Z,71,-1.6
2022-03-14T02:00:00Z,71,-1.6
2022-03-14T02:20:00Z,71,-1.6
2022-03-14T02:30:00Z,71,-1.6
2022-03-14T02:50:00Z,71,-2.1
2022-03-14T03:00:00Z,71,-2.1
2022-03-14T03:20:00Z,71,-2.1
2022-03-14T03:30:00Z,71,-2.1
2022-03-14T03:50:00Z,72,-1.9
2022-03-14T04:00:00Z,72,-1.9
2022-03-14T04:20:00Z,72,-1.9
2022-03-14T04:30:00Z,72,-1.9
2022-03-14T04:50:00Z,75,-2.7
2022-03-14T05:00:00Z,75,-2.7
2022-03-14T05:20:00Z,75,-2.7
2022-03-14T05:30:00Z,75,-2.7
2022-03-14T05:50:00Z,76,-3.4
2022-03-14T06:00:00Z,76,-3.4
2022-03-14T06:20:00Z,76,-3.4
2022-03-14T06:30:00Z,76,-3.4
2022-03-14T06:50:00Z,74,-3.3
2022-03-14T07:00:00Z,74,-3.3
2022-03-14T07:20:00Z,74,-3.3
2022-03-14T07:30:00Z,74,-3.3
2022-03-14T07:50:00Z,62,-1.7
2022-03-14T08:00:00Z,62,-1.7
2022-03-14T08:20:00Z,62,-1.7
2022-03-14T08:30:00Z,62,-1.7
2022-03-14T08:50:00Z,49,1.6
2022-03-14T09:00:00Z,49,1.6
2022-03-14T09:20:00Z,49,1.6
2022-03-14T09:30:00Z,49,1.6
2022-03-14T09:50:00Z,48,3.6
2022-03-14T10:00:00Z,48,3.6
2022-03-14T10:20:00Z,48,3.6
2022-03-14T10:30:00Z,48,3.6
2022-03-14T10:50:00Z,54,5.6
2022-03-14T11:00:00Z,54,5.6
2022-03-14T11:20:00Z,54,5.6
2022-03-14T11:30:00Z,54,5.6
2022-03-14T11:50:00Z,59,9.1
2022-03-14T12:00:00Z,59,9.1
2022-03-14T12:20:00Z,59,9.1
2022-03-14T12:30:00Z,59,9.1
2022-03-14T12:50:00Z,57,10.8
2022-03-14T13:00:00Z,57,10.8
2022-03-14T13:20:00Z,57,10.8
2022-03-14T13:30:00Z,57,10.8
2022-03-14T13:50:00Z,57,11.2
2022-03-14T14:00:00Z,57,11.2
2022-03-14T14:20:00Z,57,11.2
2022-03-14T14:30:00Z,57,11.2
2022-03-14T14:50:00Z,60,11.1
2022-03-14T15:00:00Z,60,11.1
2022-03-14T15:20:00Z,60,11.1
2022-03-14T15:30:00Z,60,11.1
2022-03-14T15:50:00Z,60,11.1
2022-03-14T16:00:00Z,62,10.4
2022-03-14T16:20:00Z,62,10.4
2022-03-14T16:30:00Z,62,10.4
2022-03-14T16:50:00Z,62,10.4
2022-03-14T17:00:00Z,68,8.9
2022-03-14T17:20:00Z,68,8.9
2022-03-14T17:30:00Z,68,8.9
2022-03-14T17:50:00Z,68,8.9
2022-03-14T18:00:00Z,81,7.1
2022-03-14T18:20:00Z,81,7.1
2022-03-14T18:30:00Z,81,7.1
2022-03-14T18:50:00Z,81,7.1
2022-03-14T19:00:00Z,90,5.1
2022-03-14T19:20:00Z,90,5.1
2022-03-14T19:30:00Z,90,5.1
2022-03-14T19:50:00Z,90,5.1
2022-03-14T20:00:00Z,92,3.5
2022-03-14T20:20:00Z,92,3.5
2022-03-14T20:30:00Z,92,3.5
2022-03-14T20:50:00Z,92,3.5
2022-03-14T21:00:00Z,93,2.1
2022-03-14T21:20:00Z,93,2.1
2022-03-14T21:30:00Z,93,2.1
2022-03-14T21:50:00Z,93,2.1
2022-03-14T22:00:00Z,93,1.1
2022-03-14T22:20:00Z,93,1.1
2022-03-14T22:30:00Z,93,1.1
2022-03-14T22:50:00Z,93,1.1
2022-03-14T23:00:00Z,95,0.1
2022-03-14T23:20:00Z,95,0.1
2022-03-14T23:30:00Z,95,0.1
2022-03-14T23:50:00Z,95,0.1
2022-03-15T00:00:00Z,97,-0.4
2022-03-15T00:20:00Z,97,-0.4
2022-03-15T00:30:00Z,97,-0.4
2022-03-15T00:50:00Z,97,-0.4
2022-03-15T01:00:00Z,98,-0.5
2022-03-15T01:20:00Z,98,-0.5
2022-03-15T01:30:00Z,98,-0.5
2022-03-15T01:50:00Z,98,-0.5
2022-03-15T02:00:00Z,98,-1.1
2022-03-15T02:20:00Z,98,-1.1
2022-03-15T02:30:00Z,98,-1.1
2022-03-15T02:50:00Z,98,-1.1
2022-03-15T03:00:00Z,98,-1.5
2022-03-15T03:20:00Z,98,-1.5
2022-03-15T03:30:00Z,98,-1.5
2022-03-15T03:50:00Z,98,-1.5
2022-03-15T04:00:00Z,98,-2.3
2022-03-15T04:20:00Z,98,-2.3
2022-03-15T04:30:00Z,98,-2.3
2022-03-15T04:50:00Z,98,-2.3
2022-03-15T05:00:00Z,98,-2.5
2022-03-15T05:20:00Z,98,-2.5
2022-03-15T05:30:00Z,98,-2.5
2022-03-15T05:50:00Z,98,-2.5
2022-03-15T06:00:00Z,98,-2.3
2022-03-15T06:20:00Z,98,-2.3
2022-03-15T06:30:00Z,98,-2.3
2022-03-15T06:50:00Z,98,-2.3
2022-03-15T07:00:00Z,98,-2.3
2022-03-15T07:20:00Z,98,-1.5
2022-03-15T07:30:00Z,98,-1.5
2022-03-15T07:50:00Z,98,-1.5
2022-03-15T08:00:00Z,98,-1.5
2022-03-15T08:20:00Z,98,0.4
2022-03-15T08:30:00Z,98,0.4
2022-03-15T08:50:00Z,98,0.4
2022-03-15T09:00:00Z,98,0.4
2022-03-15T09:20:00Z,96,2.9
2022-03-15T09:30:00Z,96,2.9
2022-03-15T09:50:00Z,96,2.9
2022-03-15T10:00:00Z,96,2.9
2022-03-15T10:20:00Z,92,5.8
2022-03-15T10:30:00Z,92,5.8
2022-03-15T10:50:00Z,92,5.8
2022-03-15T11:00:00Z,92,5.8
2022-03-15T11:20:00Z,76,8.8
2022-03-15T11:30:00Z,76,8.8
2022-03-15T11:50:00Z,76,8.8
2022-03-15T12:00:00Z,76,8.8
2022-03-15T12:20:00Z,67,10.3
2022-03-15T12:30:00Z,67,10.3
2022-03-15T12:50:00Z,67,10.3
2022-03-15T13:00:00Z,67,10.3
2022-03-15T13:20:00Z,67,9.9
2022-03-15T13:30:00Z,67,9.9
2022-03-15T13:50:00Z,67,9.9
2022-03-15T14:00:00Z,67,9.9
2022-03-15T14:20:00Z,70,9.6
2022-03-15T14:30:00Z,70,9.6
2022-03-15T14:50:00Z,70,9.6
2022-03-15T15:00:00Z,70,9.6
2022-03-15T15:20:00Z,74,8.4
2022-03-15T15:30:00Z,74,8.4
2022-03-15T15:50:00Z,74,8.4
2022-03-15T16:00:00Z,74,8.4
2022-03-15T16:20:00Z,78,6.8
2022-03-15T16:30:00Z,78,6.8
2022-03-15T16:50:00Z,78,6.8
2022-03-15T17:00:00Z,78,6.8
2022-03-15T17:20:00Z,89,4.9
2022-03-15T17:30:00Z,89,4.9
2022-03-15T17:50:00Z,89,4.9
2022-03-15T18:00:00Z,89,4.9
2022-03-15T18:20:00Z,97,3
2022-03-15T18:30:00Z,97,3
2022-03-15T18:50:00Z,97,3
2022-03-15T19:00:00Z,97,3
2022-03-15T19:20:00Z,97,2.1
2022-03-15T19:30:00Z,97,2.1
2022-03-15T19:50:00Z,97,2.1
2022-03-15T20:00:00Z,97,2.1
2022-03-15T20:20:00Z,98,1.4
2022-03-15T20:30:00Z,98,1.4
2022-03-15T20:50:00Z,98,1.4
2022-03-15T21:00:00Z,98,1.4
2022-03-15T21:20:00Z,98,1.1
2022-03-15T21:30:00Z,98,1.1
2022-03-15T21:50:00Z,98,1.1
2022-03-15T22:00:00Z,98,1.1
2022-03-15T22:20:00Z,98,1.1
2022-03-15T22:30:00Z,98,0.5
2022-03-15T22:50:00Z,98,0.5
2022-03-15T23:00:00Z,98,0.5
2022-03-15T23:20:00Z,98,0.5
2022-03-15T23:30:00Z,98,0
2022-03-15T23:50:00Z,98,0
2022-03-16T00:00:00Z,98,0
2022-03-16T00:20:00Z,98,0
2022-03-16T00:30:00Z,98,-0.2
2022-03-16T00:50:00Z,98,-0.2
2022-03-16T01:00:00Z,98,-0.2
2022-03-16T01:20:00Z,98,-0.2
2022-03-16T01:30:00Z,98,-0.8
2022-03-16T01:50:00Z,98,-0.8
2022-03-16T02:00:00Z,98,-0.8
2022-03-16T02:20:00Z,98,-0.8
2022-03-16T02:30:00Z,99,-1.1
2022-03-16T02:50:00Z,99,-1.1
2022-03-16T03:00:00Z,99,-1.1
2022-03-16T03:20:00Z,99,-1.1
2022-03-16T03:30:00Z,98,-1.5
2022-03-16T03:50:00Z,98,-1.5
2022-03-16T04:00:00Z,98,-1.5
2022-03-16T04:20:00Z,98,-1.5
2022-03-16T04:30:00Z,98,-1.7
2022-03-16T04:50:00Z,98,-1.7
2022-03-16T05:00:00Z,98,-1.7
2022-03-16T05:20:00Z,98,-1.7
2022-03-16T05:30:00Z,98,-2.1
2022-03-16T05:50:00Z,98,-2.1
2022-03-16T06:00:00Z,98,-2.1
2022-03-16T06:20:00Z,98,-2.1
2022-03-16T06:30:00Z,98,-2.2
2022-03-16T06:50:00Z,98,-2.2
2022-03-16T07:00:00Z,98,-2.2
2022-03-16T07:20:00Z,98,-2.2
2022-03-16T07:30:00Z,98,-2
2022-03-16T07:50:00Z,98,-2
2022-03-16T08:00:00Z,98,-2
2022-03-16T08:20:00Z,98,-2
2022-03-16T08:30:00Z,98,-0.9
2022-03-16T08:50:00Z,98,-0.9
2022-03-16T09:00:00Z,98,-0.9
2022-03-16T09:20:00Z,98,-0.9
2022-03-16T09:30:00Z,97,1.8
2022-03-16T09:50:00Z,97,1.8
2022-03-16T10:00:00Z,97,1.8
2022-03-16T10:20:00Z,97,1.8
2022-03-16T10:30:00Z,94,4.2
2022-03-16T10:50:00Z,94,4.2
2022-03-16T11:00:00Z,94,4.2
2022-03-16T11:20:00Z,94,4.2
2022-03-16T11:30:00Z,91,6.7
2022-03-16T11:50:00Z,91,6.7
2022-03-16T12:00:00Z,91,6.7
2022-03-16T12:20:00Z,91,6.7
2022-03-16T12:30:00Z,88,8.7
2022-03-16T12:50:00Z,88,8.7
2022-03-16T13:00:00Z,88,8.7
2022-03-16T13:20:00Z,88,8.7
2022-03-16T13:30:00Z,88,8.7
2022-03-16T13:50:00Z,83,9.5
2022-03-16T14:00:00Z,83,9.5
2022-03-16T14:20:00Z,83,9.5
2022-03-16T14:30:00Z,83,9.5
2022-03-16T14:50:00Z,79,9.2
2022-03-16T15:00:00Z,79,9.2
2022-03-16T15:20:00Z,79,9.2
2022-03-16T15:30:00Z,79,9.2
2022-03-16T15:50:00Z,76,9.2
2022-03-16T16:00:00Z,76,9.2
2022-03-16T16:20:00Z,76,9.2
2022-03-16T16:30:00Z,76,9.2
2022-03-16T16:50:00Z,78,7.7
2022-03-16T17:00:00Z,78,7.7
2022-03-16T17:20:00Z,78,7.7
2022-03-16T17:30:00Z,78,7.7
2022-03-16T17:50:00Z,87,6.4
2022-03-16T18:00:00Z,87,6.4
2022-03-16T18:20:00Z,87,6.4
2022-03-16T18:30:00Z,87,6.4
2022-03-16T18:50:00Z,90,5.6
2022-03-16T19:00:00Z,90,5.6
2022-03-16T19:20:00Z,90,5.6
2022-03-16T19:30:00Z,90,5.6
2022-03-16T19:50:00Z,91,4.5
2022-03-16T20:00:00Z,91,4.5
2022-03-16T20:20:00Z,91,4.5
2022-03-16T20:30:00Z,91,4.5
2022-03-16T20:50:00Z,91,3.4
2022-03-16T21:00:00Z,91,3.4
2022-03-16T21:20:00Z,91,3.4
2022-03-16T21:30:00Z,91,3.4
2022-03-16T21:50:00Z,89,2.8
2022-03-16T22:00:00Z,89,2.8
2022-03-16T22:20:00Z,89,2.8
2022-03-16T22:30:00Z,89,2.8
2022-03-16T22:50:00Z,90,2.6
2022-03-16T23:00:00Z,90,2.6
2022-03-16T23:20:00Z,90,2.6
2022-03-16T23:30:00Z,90,2.6
2022-03-16T23:50:00Z,93,0.4
2022-03-17T00:00:00Z,93,0.4
2022-03-17T00:20:00Z,93,0.4
2022-03-17T00:30:00Z,93,0.4
2022-03-17T00:50:00Z,93,-0.1
2022-03-17T01:00:00Z,93,-0.1
2022-03-17T01:20:00Z,93,-0.1
2022-03-17T01:30:00Z,93,-0.1
2022-03-17T01:50:00Z,97,-1.1
2022-03-17T02:00:00Z,97,-1.1
2022-03-17T02:20:00Z,97,-1.1
2022-03-17T02:30:00Z,97,-1.1
2022-03-17T02:50:00Z,96,-0.7
2022-03-17T03:00:00Z,96,-0.7
2022-03-17T03:20:00Z,96,-0.7
2022-03-17T03:30:00Z,96,-0.7
2022-03-17T03:50:00Z,97,-1.1
2022-03-17T04:00:00Z,97,-1.1
2022-03-17T04:20:00Z,97,-1.1
2022-03-17T04:30:00Z,97,-1.1
2022-03-17T04:50:00Z,97,-1.1
2022-03-17T05:00:00Z,99,-1.4
2022-03-17T05:20:00Z,99,-1.4
2022-03-17T05:30:00Z,99,-1.4
2022-03-17T05:50:00Z,99,-1.4
2022-03-17T06:00:00Z,98,-1.5
2022-03-17T06:20:00Z,98,-1.5
2022-03-17T06:30:00Z,98,-1.5
2022-03-17T06:50:00Z,98,-1.5
2022-03-17T07:00:00Z,98,-1.3
2022-03-17T07:20:00Z,98,-1.3
2022-03-17T07:30:00Z,98,-1.3
2022-03-17T07:50:00Z,98,-1.3
2022-03-17T08:00:00Z,98,-0.9
2022-03-17T08:20:00Z,98,-0.9
2022-03-17T08:30:00Z,98,-0.9
2022-03-17T08:50:00Z,98,-0.9
2022-03-17T09:00:00Z,98,0.7
2022-03-17T09:20:00Z,98,0.7
2022-03-17T09:30:00Z,98,0.7
2022-03-17T09:50:00Z,98,0.7
2022-03-17T10:00:00Z,97,2.9
2022-03-17T10:20:00Z,97,2.9
2022-03-17T10:30:00Z,97,2.9
2022-03-17T10:50:00Z,97,2.9
2022-03-17T11:00:00Z,95,4.5
2022-03-17T11:20:00Z,95,4.5
2022-03-17T11:30:00Z,95,4.5
2022-03-17T11:50:00Z,95,4.5
2022-03-17T12:00:00Z,94,7
2022-03-17T12:20:00Z,94,7
2022-03-17T12:30:00Z,94,7
2022-03-17T12:50:00Z,94,7
2022-03-17T13:00:00Z,93,8
2022-03-17T13:20:00Z,93,8
2022-03-17T13:30:00Z,93,8
2022-03-17T13:50:00Z,93,8
2022-03-17T14:00:00Z,91,7.6
2022-03-17T14:20:00Z,91,7.6
2022-03-17T14:30:00Z,91,7.6
2022-03-17T14:50:00Z,91,7.6
2022-03-17T15:00:00Z,83,8.7
2022-03-17T15:20:00Z,83,8.7
2022-03-17T15:30:00Z,83,8.7
2022-03-17T15:50:00Z,83,8.7
2022-03-17T16:00:00Z,82,5.7
2022-03-17T16:20:00Z,82,5.7
2022-03-17T16:30:00Z,82,5.7
2022-03-17T16:50:00Z,82,5.7
2022-03-17T17:00:00Z,85,4
2022-03-17T17:20:00Z,85,4
2022-03-17T17:30:00Z,85,4
2022-03-17T17:50:00Z,85,4
2022-03-17T18:00:00Z,85,3.3
2022-03-17T18:20:00Z,85,3.3
2022-03-17T18:30:00Z,85,3.3
2022-03-17T18:50:00Z,85,3.3
2022-03-17T19:00:00Z,84,3.2
2022-03-17T19:20:00Z,84,3.2
2022-03-17T19:30:00Z,84,3.2
2022-03-17T19:50:00Z,84,3.2
2022-03-17T20:00:00Z,84,3.2
2022-03-17T20:20:00Z,84,3.4
2022-03-17T20:30:00Z,84,3.4
2022-03-17T20:50:00Z,84,3.4
2022-03-17T21:00:00Z,84,3.4
2022-03-17T21:20:00Z,86,3.4
2022-03-17T21:30:00Z,86,3.4
2022-03-17T21:50:00Z,86,3.4
2022-03-17T22:00:00Z,86,3.4
2022-03-17T22:20:00Z,82,4.2
2022-03-17T22:30:00Z,82,4.2
2022-03-17T22:50:00Z,82,4.2
2022-03-17T23:00:00Z,82,4.2
2022-03-17T23:20:00Z,82,4.7
2022-03-17T23:30:00Z,82,4.7
2022-03-17T23:50:00Z,82,4.7
2022-03-18T00:00:00Z,82,4.7
2022-03-18T00:20:00Z,84,5
2022-03-18T00:30:00Z,84,5
2022-03-18T00:50:00Z,84,5
2022-03-18T01:00:00Z,84,5
2022-03-18T01:20:00Z,86,4.9
